species_name,data_cleaning_issues,unique_occ_10,alpha_hull,SDM,AIC_issue,Range_unfilling,Realm_ok,CBI_ok,Final_species
Syzygium_mackinnonianum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_macranthum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_macrocalyx,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_macromyrtus,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_madangense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_magnoliifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_maingayi,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_mainitense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_maire,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_makul,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_malaccense,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_malagsam,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_mananquil,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_masukuense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_medium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_megalanthum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_megalospermum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_megistophyllum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_melanostictum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_meorianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_micans,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_micklethwaitii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_micrandrum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_micranthum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_microphyllum,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_micropodum,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_millsii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_mimicum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_minutiflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_minutuliflorum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_mirandae,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_monetarium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_monimioides,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_monospermum,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_monticola,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_moorei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_mouanum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_moultonii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_muelleri,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_mulgraveanum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_multibracteolatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_multiglandulosum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_multipetalum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_mundagam,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_munronii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_myhendrae,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_myriadenum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_myrsinifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_myrtifolium,No,Yes,Yes,Yes,No,No,NA,NA,NA
Syzygium_myrtilloides,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_myrtillus,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_myrtoides,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_naiadum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_napiforme,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_neesianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_nemorale,No,Yes,Yes,Yes,No,No,NA,NA,NA
Syzygium_neocaledonicum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_nervosum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_neurocalyx,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_ngadimanianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_nidie,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_nigrans,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_nigricans,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_nigropunctatum,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_nitidum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_nitrasirirakii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_nomoa,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_normanbiensc,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_novoguineense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_nummularium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_nutans,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_oblanceolatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_oblancilimbum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_oblatum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_odoratum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_oleosum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_oligadelphum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_oliganthum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_oligomyrum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_onesimum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_onivense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_oreophilum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_ovalifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_owariense,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_pachycladum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_pachyphyllum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pachysarcum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pachysepalum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_palawanense,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_pallens,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pallidilimbum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pallidum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_paludosum,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_pancheri,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_panduriforme,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_paniculatum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_paniense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_panzeri,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_papillosum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_papyraceum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_paradoxum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_paraiense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_parkeri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_parvifolium,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_parvulum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_patentinerve,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_paucipunctatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_paucivenium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pauper,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pellucidum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pendens,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_pendulinum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_penibukanense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pennelii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_peregrinum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pergamaceum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pergamentaceum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_perspicuinervium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_petakense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_petrophilum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_phaeophyllum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_phaeostictum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_phengklaii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_philippinense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_phillyreifolium,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_phryganodes,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pierrei,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_piluliferum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_platycarpum,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_platypodum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_plumeum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pluviatile,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_polyanthum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_polycephaloides,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_polycephalum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_polypetaloideum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_polypetalum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pondoense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_porphyrocarpum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_poyanum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_praecox,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_prasiniflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pringlei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_propinquum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pseudoclaviflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pseudofastigiatum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_pseudomalaccense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pseudomolle,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pseudopinnatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pterocalyx,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pterophorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pteropodum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_puberulum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_punctilimbum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_purpureum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_purpuricarpum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_purpuriflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pustulatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pycnanthum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_pyrifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pyriforme,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_pyrocarpum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_quadrangulare,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_quadrangulatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_quadratum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_racemosum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_rambutyense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_ramiflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_ramilepis,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_randianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rechingeri,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_recurvovenosum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_refertum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rehderianum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_rejangense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_remotifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_resa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_revolutum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rhopalanthum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_richardsonianum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_richii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_ridleyi,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_ridsdalei,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_ripicola,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_robbinsii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_robertii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_robinsonii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_robustum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_roemeri,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rosaceum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rosenbluthii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_roseomarginatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_roseum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rostratum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rosulentum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rotundifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rowlandii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_rubescens,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rubicundum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rubrimolle,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_rubropunctatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rubrovenium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rugosum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rumphii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_rysopodum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_sabangense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_sakalavarum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_salicifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_saliciforme,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_salicinum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_salictoides,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_salpinganthum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_salwinense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_samarangense,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_sambogense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_samoense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_sandwicense,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_sarmentosum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_savaiiense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_sayeri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_schlechterianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_schumannianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_scortechinii,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_seemannianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_seemannii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_setosum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_sexangulatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_sharoniae,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_siamense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_simile,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_singaporense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_skiophilum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_smithii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_sogerense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_sorongense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_spathulatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_splendens,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_squamatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_stapfianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_staudtii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_steenisii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_stelechanthum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_stenocladum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_sterrophyllum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_stipulare,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_stocksii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_subalatum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_subamplexicaule,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_subcaudatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_subcorymbosum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_subcrenatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_subdecussatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_subglobosum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_subhorizontale,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_suborbiculare,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_subsessile,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_subsessilifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_swettenhamianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_sylvicola,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_symingtonianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_syzygioides,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_szemaoense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_taeniatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_taipingense,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_taiwanicum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_tapiaka,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_tawahense,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_taytayense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_tchambaense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_tekuense,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_tenuiflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_tenuifolium,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_tenuirame,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_tephrodes,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_tetragonum,No,Yes,Yes,Yes,No,No,NA,NA,NA
Syzygium_tetrapleurum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_tetrapterum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_thalassicum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_thompsonii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_thorelii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_thornei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_thouvenotii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_thumra,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_tierneyanum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_tiumanense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_toddalioides,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_toninense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_tonkinense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_toppingii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_trachyanthum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_trachyphloium,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_treubii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_trichotomum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_tringiense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_tripetalum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_triphlebium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_tripinnatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_trivene,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_tsoongii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_turbinatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_tympananthum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_umbilicatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_uniflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_unipunctatum,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_urceolatum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_urdanetense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_urophyllum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_valdevenosum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_validinerve,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_vanderwateri,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_variabile,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_variifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_veillonii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_velarum,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_velutinum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_venosum,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_venustum,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_verniciflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_vernicosum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_vernonioides,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_versteegii,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_vestitum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_viburnoides,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_vidalianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_villamilii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_virescens,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_virotii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_vulcanicum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_wagapense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_waikaiunense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_walkeri,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_warburgii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_waterhousei,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_watutense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_wenzelii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_wesa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_williamsii,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_wilsonii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_wolfii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_wollastonii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_womersleyi,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_wrayi,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_wrightii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_xanthostemifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_xerampelinum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_xizangense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_xylopiaceum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_yunnanense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_zeylanicum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_zhenghei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_zimmermannii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_zollingerianum,No,No,NA,NA,NA,NA,NA,NA,NA
Tabaroa_caatingicola,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Tabebuia_acrophylla,No,No,NA,NA,NA,NA,NA,NA,NA
Tabebuia_angustata,No,No,NA,NA,NA,NA,NA,NA,NA
Tabebuia_aurea,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Tabebuia_bahamensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Tabebuia_berteroi,No,No,NA,NA,NA,NA,NA,NA,NA
Tabebuia_bibracteolata,No,No,NA,NA,NA,NA,NA,NA,NA
Tabebuia_brooksiana,No,No,NA,NA,NA,NA,NA,NA,NA
Tabebuia_buchii,No,No,NA,NA,NA,NA,NA,NA,NA
Tabebuia_bullata,No,No,NA,NA,NA,NA,NA,NA,NA
